B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
208,409,308,778,2857,3794,4022,1599,757,0
227,455,537,881,1674,2015,2343,2046,1164,0
443,724,948,1214,1858,2113,2555,2241,1311,0
333,499,712,832,1137,1314,1621,828,404,0
384,554,683,907,1372,1585,1642,1815,1132,0
0,246,448,703,1268,1425,1588,1718,1025,0
119,361,613,823,1264,1432,1509,1706,1135,0
0,105,352,579,911,1140,1101,1027,634,0
3874,4076,4335,4729,5109,5229,5606,4741,3968,1
8148,8220,8396,7258,7250,6813,6983,340,249,3
5248,4895,5109,5203,5017,4635,4749,314,257,3
4531,4723,5085,5561,5481,5073,4996,549,358,3
212,306,441,742,963,1031,983,1098,773,2
359,592,736,1048,1464,1557,1455,1756,1236,0
404,695,811,1201,2297,2459,2588,2204,1488,0
6287,5996,6059,6442,6474,6019,6228,5414,4625,1
420,676,626,1070,2464,2833,2837,1917,1211,0
326,504,443,893,2602,3104,3024,1649,874,0
273,484,354,812,3064,3919,3847,1804,914,0
308,460,320,918,3187,4350,4777,2094,1046,0
190,392,234,767,2920,3807,4145,1626,768,0
979,1486,948,1723,3628,4330,4672,2621,2204,0
1328,1197,765,1193,3200,4293,4499,1918,942,1
472,706,649,1159,2782,3363,3545,1819,946,0
439,700,882,1175,2802,3345,3406,1957,981,0
668,832,1112,1383,2447,2880,3018,2748,1569,0
600,883,1241,1340,2147,2452,2671,2360,1417,0
6996,7575,7194,7121,7092,6576,6785,5708,4454,1
2821,2901,2820,3278,4280,4511,4726,3299,2569,1
788,1053,1438,1402,2402,2853,3020,2671,1606,0
