B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
198,592,300,1009,3091,3622,4350,1763,964,0
684,937,1121,1320,1706,1821,1892,2129,1732,0
680,916,1154,1334,1797,1974,1994,2093,1796,0
2785,2854,2771,3150,3663,3812,4056,3468,3140,1
1506,1677,1589,1941,2686,2898,3099,2648,1984,1
192,562,733,1267,1917,2105,2212,1794,1326,0
81,314,517,1024,1407,1535,1385,1076,833,2
5904,5794,6046,6209,6487,6413,6623,817,842,3
3373,3019,2833,2774,2784,2642,2573,204,150,3
8021,8094,8307,8550,8357,7935,7467,327,360,3
5363,4964,4991,5262,5207,4939,4837,703,850,3
7155,7039,7213,8215,7697,6819,6232,140,138,3
659,1054,1288,1799,2037,2153,2229,1976,1610,0
373,592,676,1163,1575,1618,1741,1862,1405,0
662,957,1241,1600,1966,2047,2356,2700,2412,0
1208,1377,1300,1597,2244,2336,2529,2203,1685,1
637,855,837,1445,2362,2557,2748,2362,1873,0
442,744,723,1333,2550,2836,3107,2068,1525,0
333,589,467,1022,2720,3169,3450,1751,1121,0
2996,2835,2543,2922,3829,3976,4153,3315,2708,1
286,508,387,1088,2266,2688,2934,1718,1093,0
6029,5717,5698,5925,5753,5395,5401,4699,3611,1
554,811,892,1344,1713,1898,2157,1943,1493,0
983,940,921,1286,1971,2322,2584,1477,1208,0
4584,4428,4627,4958,5347,5208,5290,4572,4379,1
783,1147,1340,1655,2626,2882,3139,2718,1819,0
846,1113,1244,1566,2554,2888,2906,2517,1985,0
5980,5303,5559,5637,5698,5409,5411,4035,3227,1
649,920,727,1323,3363,3800,4134,1893,1084,0
527,780,673,1177,2648,2881,2956,1751,1071,0
