B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
267,461,312,996,2711,3506,4126,1792,1051,0
355,618,783,1138,1541,1760,1694,2001,1560,0
626,794,1029,1328,1707,1930,2078,2293,1999,0
3079,3196,3194,3695,4409,4588,4872,4203,3901,1
972,1007,1049,1588,2091,2329,2499,2621,1905,0
109,395,521,1017,1365,1549,1590,1737,1335,0
272,407,517,1044,1387,1501,1534,1695,1264,0
6038,6059,6205,5156,5730,5303,6419,891,831,3
6637,6731,7072,7044,7072,6954,7297,3870,3630,1
7775,7823,7951,6809,6743,6423,7185,494,517,3
5020,4751,4800,4053,4087,4042,4376,869,894,3
7936,7539,7529,6333,5884,5507,5866,925,846,3
2110,2285,2600,3171,3324,3209,3248,1910,1576,0
9,142,320,636,900,935,953,803,550,0
300,611,556,1213,2040,2156,2345,2051,1609,0
549,869,904,1724,3263,3576,3952,2440,1864,0
249,500,454,1121,2521,2979,3357,1845,1226,0
265,597,405,1121,2687,3163,3639,1721,1137,0
217,421,285,1094,2523,3045,3681,1794,1261,0
124,358,217,812,1763,2100,2545,1036,646,0
231,501,389,1127,2318,2706,3087,1694,1126,0
644,833,693,1513,2792,3234,3653,2101,1341,0
487,751,821,1349,2222,2487,2765,1837,1225,0
504,487,540,568,882,1076,1192,703,459,0
7953,7126,7238,7770,7709,7404,7567,5440,4263,1
416,621,692,1175,1967,2187,2251,1994,1278,0
593,878,1006,1436,2379,2711,3068,2522,1569,0
2022,1749,1575,2052,2441,2599,2848,2036,1381,1
2486,2510,2646,2877,3680,3835,4089,2819,2318,1
659,948,1065,1422,2419,2735,3141,2385,1583,0
