B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
520,785,801,1443,3251,3836,4155,1911,1211,0
460,864,882,1327,1871,2028,2300,2172,1483,0
476,704,805,1226,1726,1951,2208,2303,1590,0
1152,1038,1043,1303,1720,1892,2084,1656,1437,1
774,878,899,1172,1640,1736,1483,1854,1301,0
2749,3189,3578,4167,5071,5396,6032,6200,5239,0
79,245,303,410,547,606,571,543,416,2
0,211,392,625,883,961,974,1064,666,0
6461,6260,6528,6752,6762,6627,6891,5890,4656,1
7759,7921,8195,8321,8134,7665,7457,302,260,3
5951,5973,6653,6718,6888,6531,6717,1116,911,3
173,379,721,989,1229,1237,1470,1645,1131,0
42,94,147,266,369,387,448,402,271,0
241,542,621,1223,1806,1910,2097,1871,1290,0
503,847,958,1568,2321,2445,2450,2519,1897,0
170,245,229,481,1015,1143,1213,650,361,2
257,596,453,1287,2991,3442,3643,2111,1376,0
276,584,597,1196,2575,3008,3227,1829,1158,0
376,592,565,1221,2880,3474,3777,2177,1441,0
338,412,257,704,2725,3497,3645,1319,575,0
315,526,382,990,3093,3644,3882,1755,912,0
11080,10770,10482,12000,12000,12000,12000,5793,5061,1
164,264,258,449,833,982,997,542,313,2
963,1098,1352,1624,2453,2639,2592,2153,1282,0
614,845,1082,1382,2176,2305,2555,2058,1250,0
621,792,915,1338,2260,2505,2723,2536,1542,0
783,1132,1537,1777,2348,2577,3032,3226,2128,0
7344,6350,5719,5819,5430,5001,4896,2082,1189,1
1474,1702,1736,2153,3185,3467,3646,2801,2000,1
857,1217,1428,1770,2477,2741,2862,2956,2120,0
