B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
459,658,764,1104,2217,2554,2411,1545,950,0
519,791,888,1077,1547,1736,1741,1756,1274,0
430,790,730,1067,1991,2192,2369,1869,1252,0
2823,2605,2477,2561,2888,2891,3013,2548,2042,1
442,633,463,962,2034,2317,2253,1649,946,0
0,368,265,837,2201,2471,2812,1732,903,0
229,376,339,569,1208,1349,1328,661,433,2
0,286,190,877,2360,2651,2798,1187,602,0
4875,4913,5360,5501,5497,5626,5947,5266,4773,1
8013,8150,8514,8435,8294,7914,7547,280,242,3
4917,4979,5471,5632,5955,5814,6062,1311,1046,1
301,588,676,1468,2721,2819,3053,2144,1266,0
0,14,3,251,630,744,784,380,215,0
142,449,268,1042,2850,3326,3724,1748,1047,0
117,392,337,943,2660,3098,3524,2034,1149,0
7459,7030,7156,7753,7654,7252,7372,6340,5339,1
72,356,165,798,3408,4554,4862,1572,798,0
193,437,267,778,3230,4262,4499,1445,713,0
184,411,226,780,3593,4853,5315,1600,767,0
1627,1593,1407,1777,2571,2749,2921,2277,1582,1
259,536,338,967,2685,3189,3574,1553,769,0
3719,3602,3834,4675,5337,5488,5548,4071,3873,1
1201,1185,1100,1453,2334,2677,2858,1822,1195,1
1148,1493,1934,2046,2819,3190,3713,2455,1422,0
705,1031,1268,1449,2515,2871,3273,2180,1143,0
520,757,935,1104,2025,2377,2415,1719,887,0
605,866,1286,1481,2325,2736,2849,3022,1858,0
12000,12000,12000,12000,12000,11799,11508,7032,5643,1
4339,3742,3067,3230,3983,3997,4194,3212,2164,1
868,1265,1259,1739,2791,3085,3351,2645,1778,0
