B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
323,429,512,726,1544,1800,1588,1110,749,0
683,994,1226,1237,1796,1959,1874,2100,1499,0
665,907,1097,1119,1645,1799,1807,1870,1335,0
295,547,712,1025,1722,1933,1724,1781,1088,0
384,552,640,954,1612,1789,1523,1792,1127,0
0,263,468,729,1372,1624,1599,1612,975,0
1209,1637,1847,2150,2765,2888,2960,1223,978,0
940,1134,1202,1373,1937,2030,2341,1011,694,0
3936,3446,3306,3185,3076,2881,2577,354,368,3
8614,8741,8843,7758,7763,7506,7197,311,250,3
7677,7594,7990,8294,7860,7308,7309,607,556,3
8496,8049,8269,8393,7960,6901,6442,169,144,3
7069,6681,6964,7575,7392,7141,7114,5239,4597,1
1576,1798,2034,2511,3046,3133,3364,3122,2573,0
569,854,929,1405,2103,2164,2327,2488,1789,0
505,752,646,1191,2432,2753,2626,2160,1299,0
500,759,730,1108,2620,3033,3139,2029,1255,0
368,661,597,1074,2653,3106,3326,1789,1026,0
370,598,546,1019,2921,3567,3716,1769,966,0
374,608,410,1007,3005,3905,4331,1993,1028,0
293,503,422,914,2550,3075,3430,1733,952,0
500,738,691,1109,2854,3494,3857,2249,1220,0
584,875,864,1199,2729,3296,3563,2281,1303,0
589,810,812,1238,2569,3018,3251,2101,1276,0
5593,4655,4209,4194,3908,3469,3193,2888,1589,1
1032,1448,1876,1726,2491,2660,3244,3229,2093,0
1024,1319,1607,1583,2123,2369,2601,2812,2057,0
1269,1566,1922,1761,2501,2687,3038,2944,2145,0
993,1301,1539,1423,2406,2661,2637,2519,1766,0
903,1178,1352,1411,2722,3013,3049,2388,1607,0
