B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
196,440,276,690,3202,4426,4711,1680,743,0
431,738,1122,1427,1812,2093,2600,2505,1685,0
473,814,1209,1447,1786,1989,2532,2574,1850,0
299,404,619,730,916,1003,1219,1102,750,0
529,734,907,1056,1243,1372,1432,1896,1533,0
0,241,536,701,871,969,1057,1678,1316,0
474,721,983,1170,1308,1423,1601,2256,2113,0
1734,1909,2102,2292,2312,2344,2565,555,514,0
4487,4085,3972,3943,3811,3541,3402,147,140,3
8431,8498,8691,8812,8735,8206,7946,301,298,3
7142,7189,7743,8057,8052,7530,7263,1134,907,3
8866,8581,8687,9178,8669,7559,6940,91,91,3
5021,4332,4230,4568,4415,4208,4085,2186,1781,1
293,495,681,999,1137,1227,1347,1766,1495,0
270,445,608,886,1032,1037,1120,1729,1503,0
510,647,715,1066,1366,1438,1471,1967,1612,0
733,951,1085,1514,1957,2019,2213,2516,2150,0
595,945,977,1432,2180,2284,2499,2418,1961,0
572,877,806,1326,2500,2748,3037,2423,1720,0
219,343,289,434,994,1196,1287,767,421,2
434,697,613,1109,2242,2549,2818,1886,1291,0
552,837,782,1298,2350,2646,2948,2218,1497,0
604,859,948,1360,2054,2284,2480,2155,1519,0
754,981,1213,1620,2064,2294,2649,2492,1779,0
257,406,530,598,742,838,995,760,466,2
1330,1576,2021,2062,2413,2640,2759,3379,2955,0
1098,1446,1635,1964,2497,2656,2783,3148,2617,0
12000,12000,11503,12000,11141,9842,9538,5639,4004,1
425,1098,414,1674,4560,4844,5071,2471,1208,0
407,954,433,1507,4424,4808,4911,2253,1104,0
