B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
349,554,444,943,2204,2449,2581,1368,784,0
563,807,1039,1139,1584,1692,1634,1864,1320,0
515,729,916,1007,1378,1543,1538,1616,1149,0
341,497,621,897,1558,1763,1585,1540,930,0
211,406,488,841,1381,1515,1364,1572,982,0
176,359,498,809,1299,1527,1473,1298,803,0
1160,800,529,384,430,396,429,28,15,2
491,307,163,133,152,141,124,7,0,2
3764,3482,3409,3406,3353,3162,2980,1574,1534,1
2374,1693,1307,1270,1162,1040,941,44,30,1
3697,3163,2945,3124,2998,2660,2248,203,179,3
8117,7788,7773,7847,7500,6506,6103,298,252,3
3691,3635,3761,4032,3990,3788,3828,3013,2706,1
245,303,349,650,878,949,937,1121,786,0
450,726,863,1263,1834,1919,1978,2329,1748,0
356,552,574,1052,2083,2318,2265,1998,1276,0
449,653,662,1138,2294,2613,2707,2012,1342,0
442,711,645,1125,2398,2794,2960,1879,1162,0
411,608,520,1115,2489,3112,3210,1900,1169,0
458,646,547,1145,2834,3428,3636,1984,1097,0
388,624,615,1122,2252,2561,2841,2048,1302,0
726,844,893,1346,2426,2789,2960,2346,1480,0
691,981,1163,1532,2380,2686,2856,2409,1535,0
639,857,1109,1370,2003,2201,2340,2299,1578,0
10226,8957,8079,8520,8395,8102,8046,5249,4257,1
1047,1279,1662,1629,2198,2380,2525,2549,1888,0
1000,1271,1568,1583,2030,2185,2330,2504,1887,0
897,1158,1516,1542,2102,2310,2394,2538,1849,0
405,520,655,660,975,1078,1131,985,679,0
610,784,1024,1161,1713,1874,1867,2056,1440,0
