B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
298,485,350,749,2765,3792,4188,1592,783,0
639,1004,1212,1340,1770,1897,1904,2095,1528,0
484,752,945,1141,1492,1737,1950,1879,1331,0
4823,4847,4694,5036,5606,5693,5900,5041,4337,1
5905,5746,5430,5839,6091,6105,6022,5602,4511,1
4,337,591,716,920,1066,1094,1313,976,0
638,656,693,783,774,816,807,217,190,2
11258,12000,12000,12000,12000,12000,12000,12000,12000,1
4814,4661,4789,4893,4923,4925,5288,5194,4775,1
8014,8091,8375,8502,8284,7805,7458,190,179,3
7069,6915,7405,7683,7616,7075,6993,295,295,3
305,551,779,1009,1191,1244,1319,1436,1090,0
466,729,928,1218,1515,1618,1668,1773,1309,0
331,641,778,1137,1660,1787,1913,1814,1360,0
506,977,1259,1664,2281,2379,2511,2668,2316,0
1838,2263,2684,3406,4239,4351,4507,3751,3486,0
415,688,632,1248,2690,3028,3283,2056,1465,0
517,712,701,1284,2551,2922,3099,2008,1455,0
436,699,638,1272,2558,3081,3621,2305,1724,0
371,553,398,1040,3309,4269,4735,2029,1149,0
214,445,293,876,3079,3558,3778,1686,909,0
3046,2984,3195,3720,4658,4930,5052,4467,3932,1
398,610,592,1111,2786,3320,3315,1647,848,0
744,889,1230,1336,2511,3093,2982,1850,1037,0
2164,2074,1930,2346,3579,3898,4105,2930,2043,1
5766,5230,4811,5174,5794,5788,5972,4773,3713,1
821,1189,1579,1648,2601,2965,3012,2811,1769,0
736,1053,1181,1564,2635,2930,3204,2670,1657,0
4525,3660,4049,5184,5928,6055,6182,4401,3836,1
451,599,723,1058,1766,2211,2596,2196,1284,0
