B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
336,504,385,906,2954,3864,4439,1778,968,0
661,1008,1183,1410,1965,2221,2312,2158,1550,0
500,801,981,1232,1775,1908,2030,2031,1448,0
3682,3844,3872,4263,4986,5213,5454,4510,4034,1
7664,7566,7279,7399,7578,7656,7938,6879,5853,1
68,351,602,929,1285,1420,1251,1585,1168,0
234,338,412,579,658,702,565,281,232,2
6605,7132,7437,7591,7793,7785,8160,7102,6748,1
4249,4118,4159,4353,4378,4436,4662,4244,3791,1
8095,8197,8478,7623,7670,7291,7275,255,248,3
6808,6710,7137,6610,6851,6177,6383,612,560,3
315,553,814,1119,1338,1405,1453,1712,1308,0
475,720,994,1339,1687,1763,1769,2065,1539,0
307,624,733,1253,1912,2064,2204,1965,1449,0
431,867,1066,1586,2305,2477,2660,2557,2143,0
646,914,939,1571,3009,3394,3551,2451,1922,0
317,629,491,1207,2798,3273,3520,1955,1296,0
436,669,601,1165,2758,3168,3305,1871,1227,0
421,616,601,1200,2652,3074,3516,2164,1512,0
371,552,365,1152,3147,3880,4291,2054,1225,0
227,532,380,1080,2676,3141,3575,1831,1107,0
1277,1700,1692,2398,3761,4238,4589,3269,2786,0
410,651,725,1208,2549,3017,2847,1775,969,0
729,953,1296,1344,2559,3070,2630,1892,1091,0
1334,1535,1531,1912,3247,3699,3929,2576,1579,1
2591,2224,2321,2786,4082,4615,4949,3395,2604,1
868,1215,1541,1618,2522,2933,3136,2801,1769,0
773,1057,1199,1507,2579,2909,3209,2677,1693,0
4984,3642,3125,3908,4532,4649,5095,3460,2745,1
404,524,641,1086,2007,2439,2741,2178,1229,0
